PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_Quality
40.84,105.87,4.43,30.23,19.1,12.65,0.41,5.24,29.0,1.15,8.04,1.89,97.0,Satisfactory
26.55,63.78,4.25,12.23,10.32,40.59,0.58,8.55,73.49,6.04,3.38,2.88,121.0,Moderate
22.66,54.08,11.13,11.53,21.65,30.36,0.63,9.21,20.6,2.01,3.51,2.0,58.0,Satisfactory
97.42,128.35,9.53,9.83,18.23,5.18,0.64,7.05,32.52,1.78,1.63,1.9,210.0,Poor
71.17,97.83,9.78,10.78,17.36,4.97,0.4,7.65,31.33,1.56,1.34,1.75,155.0,Moderate
168.82,368.33,97.53,72.23,120.26,45.37,2.35,22.51,62.29,9.42,88.49,3.59,356.0,Very Poor
96.38,180.46,40.92,45.02,60.89,31.23,1.25,16.98,35.95,3.14,31.82,1.1,198.0,Moderate
20.96,75.37,13.85,4.88,22.74,5.64,0.84,2.72,29.63,4.18,2.82,1.35,106.0,Moderate
70.31,154.81,5.62,76.93,82.55,13.97,1.24,3.89,21.19,7.51,8.02,6.38,129.0,Moderate
18.51,47.92,7.14,25.86,19.12,13.55,0.34,6.4,14.04,1.16,11.12,1.95,50.0,Good
149.97,260.76,9.53,31.25,40.78,3.93,1.74,3.12,18.93,5.17,11.12,9.71,331.0,Very Poor
45.2,108.68,5.39,32.1,21.43,14.75,0.44,4.96,26.28,0.92,5.87,0.62,102.0,Moderate
200.33,311.58,87.59,68.28,114.07,56.75,2.32,12.34,29.47,6.5,45.83,2.04,371.0,Very Poor
16.77,58.27,14.4,7.56,21.96,10.14,0.62,3.5,17.53,9.62,6.53,4.94,79.0,Satisfactory
52.05,89.17,6.14,22.9,25.68,4.35,0.54,1.73,48.36,7.5,6.96,2.87,101.0,Moderate
80.73,198.07,9.99,46.49,13.6,47.49,0.21,40.3,51.85,0.36,5.39,1.32,165.0,Moderate
67.35,181.99,16.4,46.81,56.83,34.81,1.13,10.98,68.81,3.26,9.36,2.59,218.0,Poor
221.02,361.74,24.79,46.39,55.19,134.06,9.7,5.91,34.12,4.87,9.44,4.76,376.0,Very Poor
125.04,187.93,18.6,34.18,36.38,38.38,0.96,8.69,25.86,2.95,13.77,0.09,290.0,Poor
123.26,190.28,14.3,11.76,18.63,19.21,1.02,9.04,14.22,4.25,7.47,0.82,297.0,Poor
231.83,427.06,84.12,62.22,104.22,48.43,2.67,16.66,53.2,9.06,74.48,3.04,397.0,Very Poor
174.04,384.46,103.62,77.72,129.52,44.37,2.52,20.95,56.09,10.68,100.96,4.26,354.0,Very Poor
178.08,253.38,32.84,54.75,75.18,40.58,1.52,15.02,57.13,4.37,10.71,0.1,341.0,Very Poor
12.14,26.59,4.39,20.54,14.0,9.09,0.26,6.46,14.86,0.42,2.55,0.27,38.0,Good
83.29,152.67,10.13,49.14,33.08,14.05,0.82,6.63,33.25,2.05,12.27,0.78,186.0,Moderate
135.98,215.41,4.69,8.11,5.18,5.93,0.98,11.2,18.42,5.01,7.34,1.17,283.0,Poor
58.41,118.47,10.25,39.01,28.97,19.2,0.83,20.01,44.16,6.18,30.87,6.43,111.0,Moderate
33.12,94.02,8.5,19.27,17.38,25.53,0.6,13.46,42.65,1.01,9.13,0.13,100.0,Satisfactory
84.92,143.08,17.28,10.24,27.46,13.05,0.41,10.17,22.42,2.18,2.92,2.0,140.0,Moderate
32.12,123.19,1.55,25.55,14.72,20.57,0.48,11.55,42.01,1.0,5.53,4.19,110.0,Moderate
32.83,77.01,10.61,26.84,24.75,32.14,0.9,8.72,32.4,1.55,18.52,1.31,99.0,Satisfactory
19.06,50.4,7.14,29.19,20.29,9.77,0.43,4.63,18.99,1.2,8.96,0.72,57.0,Satisfactory
24.01,54.95,1.65,23.84,13.87,12.54,0.42,4.5,49.99,0.8,4.6,2.79,75.0,Satisfactory
66.4,129.97,4.63,46.24,28.09,19.07,0.68,6.44,33.19,2.46,12.2,1.3,132.0,Moderate
63.1,216.97,17.42,54.07,17.35,40.79,0.19,24.11,29.02,0.22,3.34,1.32,167.0,Moderate
38.32,53.68,3.85,9.76,8.42,7.89,0.55,18.55,30.26,0.24,2.71,0.17,67.0,Satisfactory
36.59,95.23,5.19,29.5,19.8,12.63,0.41,4.82,26.75,0.9,5.38,0.61,92.0,Satisfactory
31.03,58.6,10.57,32.3,27.14,30.25,0.65,8.99,28.72,1.88,20.27,0.18,106.0,Moderate
27.52,52.67,8.47,9.0,16.78,10.12,0.49,4.6,14.89,3.32,1.11,3.37,53.0,Satisfactory
60.87,154.12,49.82,27.4,42.48,24.11,0.24,7.78,23.29,3.11,0.82,10.43,146.0,Moderate
34.85,73.89,3.42,29.14,18.05,20.54,0.62,7.11,44.34,0.62,4.88,0.5,83.0,Satisfactory
37.97,72.32,8.0,14.21,12.92,11.63,0.46,5.41,28.82,1.44,7.73,0.42,73.0,Satisfactory
175.49,289.4,58.34,63.04,85.11,57.52,1.83,16.82,32.77,6.36,36.57,1.0,413.0,Severe
22.92,54.35,3.64,21.67,12.31,7.06,0.48,2.92,21.13,0.64,5.73,1.85,54.0,Satisfactory
38.9,111.93,1.76,27.29,16.03,3.52,0.98,16.06,56.99,0.57,3.44,0.37,109.0,Moderate
86.49,116.62,14.18,50.3,56.07,38.86,3.67,14.99,62.52,2.5,8.84,2.06,247.0,Poor
24.86,47.43,2.38,10.73,7.64,12.94,0.61,16.73,39.9,0.22,0.5,0.12,53.0,Satisfactory
74.62,145.29,5.43,48.78,30.02,12.31,0.75,7.79,36.37,3.01,16.07,2.53,140.0,Moderate
11.58,21.88,7.99,9.53,6.55,9.01,0.12,3.99,31.66,0.14,1.79,0.82,55.0,Satisfactory
43.14,122.51,14.65,10.2,36.43,11.57,0.61,4.93,16.89,9.66,7.48,5.83,124.0,Moderate
29.75,64.56,10.22,5.64,11.21,5.98,0.55,8.67,21.21,4.0,1.72,1.31,68.0,Satisfactory
45.48,92.7,6.2,25.17,29.17,73.45,0.49,11.54,47.41,10.04,8.76,2.53,97.0,Satisfactory
49.45,64.66,13.29,13.0,21.65,6.2,0.65,5.64,23.2,1.89,1.81,1.98,74.0,Satisfactory
28.43,60.07,1.74,9.49,6.53,8.36,0.56,17.06,42.66,1.26,2.14,0.18,83.0,Satisfactory
191.66,292.74,26.49,47.02,4.99,50.09,1.3,16.27,57.39,3.19,6.5,0.22,384.0,Very Poor
58.63,175.12,26.29,37.36,40.98,26.44,0.89,13.43,40.04,2.12,27.54,0.0,157.0,Moderate
50.64,131.76,19.28,26.59,32.23,45.36,0.9,9.4,27.42,1.44,22.79,0.49,166.0,Moderate
60.02,36.67,2.35,19.82,14.51,21.68,0.49,4.02,37.7,0.79,4.07,0.3,164.0,Moderate
53.46,108.55,23.92,13.16,26.12,45.85,0.84,9.13,9.92,7.1,0.64,1.01,100.0,Satisfactory
41.78,109.94,18.18,10.31,27.98,12.02,0.72,9.56,31.27,1.57,1.84,2.0,106.0,Moderate
69.57,190.18,24.23,43.41,63.74,26.35,1.25,10.38,53.82,3.63,10.87,3.38,240.0,Poor
10.02,31.73,4.88,33.11,21.72,3.35,0.49,17.28,38.1,0.2,2.31,0.1,42.0,Good
149.67,238.17,30.62,47.55,54.41,40.72,1.16,14.39,35.72,4.36,18.69,1.12,315.0,Very Poor
59.35,130.67,8.22,49.48,32.53,14.23,0.7,24.06,45.37,3.38,19.14,3.48,138.0,Moderate
31.43,67.5,11.78,32.97,28.54,32.27,0.81,11.32,36.98,1.81,16.39,0.27,112.0,Moderate
55.84,158.9,7.38,39.35,26.81,16.8,0.84,13.51,40.31,4.49,34.93,6.16,134.0,Moderate
96.64,186.46,25.75,41.49,67.17,23.7,0.96,11.96,39.54,27.38,36.39,2.68,269.0,Poor
105.93,180.84,49.62,40.1,67.55,37.26,1.54,14.75,38.13,3.92,33.07,0.98,217.0,Poor
90.31,200.79,30.21,51.26,55.88,34.3,1.24,19.71,48.23,3.76,36.83,0.43,209.0,Poor
16.58,35.71,13.46,9.16,21.71,10.68,0.29,6.64,18.05,2.74,1.06,2.92,45.0,Good
97.09,186.99,41.45,32.85,51.49,24.67,0.53,10.5,16.23,2.2,2.58,1.98,261.0,Poor
16.54,39.46,2.57,12.01,7.99,8.42,0.35,5.19,16.63,0.17,0.79,0.04,40.0,Good
110.7,222.67,54.7,69.34,123.61,31.07,1.36,18.3,41.56,30.02,44.8,5.23,234.0,Poor
65.1,126.51,5.75,39.7,25.41,24.56,0.92,9.12,43.58,3.74,26.83,11.61,132.0,Moderate
42.12,120.38,31.86,27.04,59.9,15.65,0.01,6.02,22.48,18.73,2.63,11.32,107.0,Moderate
66.09,95.81,7.57,24.47,30.04,29.78,7.29,8.34,43.23,1.89,4.65,1.89,262.0,Poor
156.71,263.15,27.5,41.09,62.19,21.49,1.63,10.14,71.1,4.64,12.33,1.93,298.0,Poor
48.07,92.55,4.21,41.03,25.09,17.35,0.83,5.87,48.04,2.48,4.69,1.37,93.0,Satisfactory
60.28,103.11,9.82,70.51,16.86,31.14,0.43,31.91,55.7,0.05,1.25,0.65,104.0,Moderate
41.79,77.26,7.23,10.15,11.16,31.34,0.53,6.58,3.7,3.04,0.18,0.76,69.0,Satisfactory
97.78,232.21,8.32,30.81,36.48,26.67,1.9,4.39,3.93,4.39,12.39,25.01,252.0,Poor
8.71,21.35,1.77,4.43,3.76,2.43,0.39,13.83,20.11,0.06,0.5,0.21,34.0,Good
17.58,59.05,2.68,18.08,11.89,4.04,0.48,12.66,27.14,0.25,2.73,0.21,73.0,Satisfactory
121.68,245.2,18.94,46.51,42.73,35.08,1.44,14.95,49.68,4.58,30.79,2.36,300.0,Poor
112.86,167.6,24.6,32.71,45.12,36.05,10.15,19.48,38.45,4.04,9.07,2.42,309.0,Very Poor
37.32,83.03,13.87,33.31,32.44,36.19,0.96,9.51,23.59,1.61,31.33,1.3,95.0,Satisfactory
65.59,119.8,14.37,38.92,53.35,22.14,0.87,12.04,57.59,8.96,15.43,2.48,149.0,Moderate
28.75,59.24,7.76,12.33,11.79,10.04,0.4,6.67,28.26,1.03,5.44,0.21,66.0,Satisfactory
39.7,68.63,62.01,40.56,57.98,20.16,1.18,10.52,12.79,2.22,5.19,0.6,83.0,Satisfactory
227.28,347.63,70.6,59.7,10.69,68.22,1.7,25.54,61.36,5.35,19.38,0.77,399.0,Very Poor
22.09,74.89,17.71,11.96,28.12,11.84,0.72,14.65,30.07,1.44,1.56,2.0,97.0,Satisfactory
42.44,94.49,3.45,25.56,16.14,21.76,0.51,4.91,33.3,1.81,8.26,0.82,91.0,Satisfactory
65.0,150.34,11.9,34.84,30.48,30.32,0.93,20.19,36.06,2.59,18.57,0.26,136.0,Moderate
25.42,79.97,5.01,22.74,15.82,14.25,0.32,7.79,17.95,1.21,10.1,7.09,82.0,Satisfactory
59.97,120.3,24.36,50.31,48.45,32.19,0.95,16.88,32.19,2.49,28.02,0.74,144.0,Moderate
16.26,52.61,12.77,28.35,40.12,12.94,0.44,2.75,12.28,8.89,6.54,4.98,66.0,Satisfactory
14.88,28.99,6.92,11.41,5.8,3.37,0.05,4.06,37.47,0.0,0.48,0.06,59.0,Satisfactory
47.0,61.51,9.67,10.01,19.68,12.06,0.4,6.24,25.62,1.83,2.09,2.0,74.0,Satisfactory
242.58,158.08,8.62,42.92,47.85,49.8,2.75,10.66,33.28,3.79,8.3,8.14,449.0,Severe
193.1,356.12,120.37,69.6,146.11,53.87,2.85,15.96,34.61,8.67,73.8,2.44,363.0,Very Poor
74.79,153.15,2.82,39.18,22.87,15.55,0.8,24.61,61.72,4.19,18.64,3.66,145.0,Moderate
85.21,246.05,69.58,71.8,97.8,33.5,1.75,21.99,49.58,7.68,51.27,1.09,226.0,Poor
28.41,68.55,1.8,22.08,13.13,12.67,0.47,5.89,59.34,0.94,6.24,0.33,89.0,Satisfactory
41.88,128.79,2.92,33.95,20.36,17.33,0.6,5.92,42.15,1.41,10.47,1.26,112.0,Moderate
36.76,64.47,10.5,11.64,20.98,30.77,0.31,1.64,42.89,3.24,1.15,2.0,77.0,Satisfactory
63.99,97.97,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2.0,0.1,100.0,Satisfactory
73.45,106.62,9.75,35.18,17.47,24.59,0.57,47.02,58.59,0.17,4.44,1.96,118.0,Moderate
35.07,95.66,54.14,16.92,42.53,11.91,0.45,10.09,33.3,1.09,4.0,0.36,122.0,Moderate
61.85,100.77,5.34,25.44,28.08,6.43,0.67,9.22,14.66,1.15,3.57,3.38,87.0,Satisfactory
42.11,87.03,30.95,37.91,49.1,32.06,1.1,10.75,28.23,2.51,36.86,0.28,117.0,Moderate
121.51,336.63,18.14,60.41,68.41,33.63,6.75,20.98,87.04,3.08,10.2,4.6,392.0,Very Poor
23.83,68.76,6.6,16.39,13.86,65.83,0.51,7.44,8.83,0.0,0.0,0.0,72.0,Satisfactory
12.63,23.51,6.03,15.62,21.28,9.32,0.42,3.04,16.11,18.39,14.45,1.39,36.0,Good
252.2,403.18,74.98,66.03,103.06,57.91,2.22,15.9,38.38,7.39,46.63,2.46,422.0,Severe
32.95,62.68,7.41,25.85,17.19,9.29,0.63,3.56,16.62,0.69,5.65,0.65,65.0,Satisfactory
68.93,162.56,29.29,45.86,53.31,32.99,1.07,14.93,41.73,3.05,28.9,2.21,162.0,Moderate
295.71,476.09,86.62,94.04,131.36,79.87,2.42,23.57,108.14,5.81,16.3,0.0,463.0,Severe
91.89,178.88,67.3,53.58,119.98,27.14,1.31,13.74,34.36,29.2,54.82,4.76,207.0,Poor
46.82,139.1,7.03,40.85,27.2,21.34,0.76,11.69,35.35,4.91,33.17,11.33,132.0,Moderate
10.44,17.55,8.51,15.62,7.61,4.67,0.05,5.09,34.13,0.36,2.49,0.83,60.0,Satisfactory
60.29,184.78,20.95,42.1,59.79,24.07,1.06,11.53,68.49,3.28,8.72,3.02,230.0,Poor
7.0,7.8,1.7,7.66,5.45,17.12,1.08,8.39,17.77,0.09,0.0,0.1,75.0,Satisfactory
28.54,56.86,16.3,12.06,25.35,11.66,0.84,5.78,14.57,2.03,1.11,2.0,68.0,Satisfactory
16.27,33.26,2.18,13.5,8.12,7.13,0.37,3.39,17.83,0.21,1.58,0.12,46.0,Good
72.97,163.05,30.79,35.39,64.18,9.06,0.01,4.08,13.45,6.28,2.81,9.47,138.0,Moderate
30.31,52.58,6.57,19.12,24.58,10.14,0.43,3.01,18.13,19.61,8.45,2.28,58.0,Satisfactory
191.57,278.95,38.61,53.86,82.34,50.06,1.55,22.89,62.01,4.06,12.03,0.12,357.0,Very Poor
143.66,238.94,26.14,49.49,50.88,43.53,1.3,15.09,30.9,3.91,22.96,0.5,321.0,Very Poor
59.05,98.34,8.75,12.28,13.41,5.0,0.73,10.18,10.13,7.16,0.41,0.14,107.0,Moderate
48.12,94.64,5.5,27.32,16.0,8.62,0.63,2.7,17.79,1.31,9.73,3.08,117.0,Moderate
58.29,100.33,5.07,7.93,11.66,10.3,0.94,5.61,38.25,1.12,5.71,1.44,120.0,Moderate
25.45,48.67,2.43,19.86,12.15,10.58,0.48,5.04,31.78,1.0,7.41,3.04,62.0,Satisfactory
23.25,46.02,10.27,42.44,14.15,12.34,0.13,12.68,21.14,0.06,0.95,7.3,55.0,Satisfactory
61.84,194.06,5.32,9.97,12.51,3.7,1.8,6.29,33.48,0.52,2.21,4.03,174.0,Moderate
82.48,149.76,11.03,38.23,49.24,28.48,0.81,10.52,49.7,8.47,12.82,1.6,194.0,Moderate
214.24,342.13,49.66,83.62,95.98,49.4,2.1,22.68,101.15,5.57,17.11,0.0,367.0,Very Poor
31.92,43.82,18.41,9.94,19.91,38.98,0.61,7.9,10.9,4.94,0.16,0.91,48.0,Good
115.19,189.64,20.4,45.8,2.15,45.71,1.28,16.97,45.37,2.46,6.42,0.1,223.0,Poor
49.09,123.82,11.61,30.44,37.96,38.61,1.17,9.06,59.09,1.41,2.55,0.0,146.0,Moderate
33.74,87.84,20.17,21.19,41.35,12.48,0.01,6.0,15.41,8.35,1.12,6.98,137.0,Moderate
122.37,213.67,44.39,53.29,69.13,35.67,1.45,13.59,31.86,4.16,31.46,0.79,269.0,Poor
52.86,113.25,12.38,24.56,25.55,31.57,1.02,15.06,32.67,2.37,15.52,0.0,115.0,Moderate
83.35,188.33,78.3,70.85,148.93,32.0,1.17,6.89,25.52,5.49,14.05,3.83,197.0,Moderate
91.41,253.95,17.22,9.98,27.2,13.0,0.47,13.04,13.14,3.38,4.5,2.01,235.0,Poor
37.95,76.21,22.15,18.64,35.84,49.09,0.79,26.86,20.99,4.89,2.25,13.61,116.0,Moderate
133.75,254.85,6.72,28.81,35.53,3.51,2.0,3.58,19.5,8.93,11.08,9.95,283.0,Poor
158.04,485.88,38.01,70.52,16.42,51.93,0.3,70.39,10.79,0.28,2.07,0.65,199.0,Moderate
62.0,99.08,5.91,12.15,16.68,10.28,0.92,4.73,46.72,0.45,6.47,0.16,137.0,Moderate
42.09,82.64,11.39,31.8,43.24,21.18,0.63,14.56,62.06,6.08,14.16,1.75,139.0,Moderate
71.62,155.39,26.94,47.56,49.15,29.85,1.24,21.22,45.45,3.13,22.01,1.49,151.0,Moderate
28.28,87.32,14.82,74.51,18.74,36.24,0.27,16.38,14.26,0.08,1.3,2.24,85.0,Satisfactory
34.94,68.68,7.01,36.88,25.03,12.23,0.62,5.85,21.51,1.73,9.9,1.5,62.0,Satisfactory
79.29,136.71,4.24,74.24,42.93,15.82,1.1,40.52,28.79,0.09,0.23,0.16,191.0,Moderate
50.34,127.96,3.77,37.89,23.07,14.67,0.52,9.8,29.24,2.25,24.56,5.3,112.0,Moderate
7.35,18.12,3.22,6.38,6.1,6.23,0.46,11.57,21.64,0.22,0.5,0.1,66.0,Satisfactory
69.37,108.55,5.36,9.86,13.88,10.29,1.0,3.7,62.11,0.87,3.77,0.88,141.0,Moderate
156.26,242.02,31.32,48.95,54.76,49.69,1.31,14.67,27.37,4.16,24.24,0.4,340.0,Very Poor
182.78,322.5,70.9,58.08,94.61,50.27,1.93,16.14,32.85,6.06,44.09,0.95,338.0,Very Poor
56.53,128.8,9.84,36.38,27.43,16.01,1.18,13.43,41.17,0.08,0.15,0.1,122.0,Moderate
52.38,135.9,22.33,16.7,25.97,11.78,0.34,7.4,23.79,2.27,0.86,5.37,89.0,Satisfactory
109.97,189.28,13.93,124.57,77.59,10.65,1.38,48.92,30.25,0.11,0.25,0.13,210.0,Poor
108.78,217.16,14.94,56.31,63.58,46.66,1.37,10.4,75.63,3.91,19.34,2.86,289.0,Poor
130.59,218.93,37.42,44.11,58.86,41.06,1.44,15.29,30.57,4.78,44.97,0.43,328.0,Very Poor
76.51,135.24,10.68,49.29,11.62,15.32,0.0,9.0,55.29,0.02,0.33,0.04,150.0,Moderate
148.9,272.45,7.08,28.1,35.17,3.62,1.22,2.86,19.3,10.16,10.6,12.87,315.0,Very Poor
97.06,176.04,40.72,31.61,60.06,78.96,0.96,14.65,33.36,3.95,2.07,8.36,198.0,Moderate
42.07,75.41,2.85,19.37,11.3,11.83,0.47,4.71,36.94,1.19,3.87,0.1,75.0,Satisfactory
61.71,95.29,8.64,41.53,13.22,29.05,0.45,37.9,76.18,0.08,0.83,0.34,133.0,Moderate
73.33,150.39,10.62,36.99,30.78,37.13,1.22,9.03,36.13,2.38,26.31,1.74,165.0,Moderate
41.03,71.08,8.21,27.1,17.71,9.75,0.65,3.63,14.93,0.99,8.65,2.35,71.0,Satisfactory
53.67,114.13,79.13,34.3,103.35,13.71,0.92,4.04,13.69,10.26,8.26,5.82,124.0,Moderate
65.76,105.71,5.35,12.36,16.33,10.37,1.1,6.89,47.03,0.93,5.53,2.3,129.0,Moderate
116.05,181.67,13.78,9.11,22.22,32.83,0.79,17.71,19.78,3.39,3.83,2.03,212.0,Poor
31.52,77.37,12.38,6.09,26.79,8.68,0.71,3.46,23.99,9.89,6.87,5.16,69.0,Satisfactory
31.26,72.82,2.6,10.78,7.92,9.02,0.4,7.7,100.25,6.66,1.0,47.94,136.0,Moderate
95.22,101.17,3.0,0.74,2.57,11.18,0.84,7.46,48.38,1.01,5.72,1.97,210.0,Poor
42.18,105.92,17.22,10.01,27.23,12.99,0.66,7.93,16.02,1.92,3.16,2.0,110.0,Moderate
31.52,73.42,1.39,20.17,11.91,4.0,0.45,18.1,43.53,0.13,1.09,0.13,80.0,Satisfactory
6.89,13.83,2.96,6.48,5.95,6.28,0.34,13.35,21.06,0.06,0.61,0.12,32.0,Good
118.1,211.3,28.64,59.79,88.68,20.97,1.04,14.76,35.86,31.03,38.97,3.75,260.0,Poor
17.61,61.51,17.42,11.14,26.82,12.0,0.74,11.49,27.23,1.38,1.47,1.98,68.0,Satisfactory
70.42,208.39,14.93,37.74,33.12,33.16,1.02,14.54,37.04,3.1,35.5,0.41,219.0,Poor
29.86,51.62,11.43,25.7,36.39,11.79,0.65,5.07,11.21,12.66,8.35,3.1,68.0,Satisfactory
100.34,165.55,20.01,60.14,48.26,20.43,0.85,13.57,24.82,0.06,0.08,0.1,230.0,Poor
46.64,104.32,4.04,39.75,24.27,12.82,0.57,5.81,33.16,1.54,11.14,5.77,114.0,Moderate
15.64,44.78,4.72,21.03,14.68,12.57,0.32,5.87,15.58,0.44,4.52,0.54,54.0,Satisfactory
75.88,144.37,6.63,25.83,23.64,29.39,0.92,16.29,53.14,3.42,3.7,12.84,160.0,Moderate
64.38,95.85,12.59,60.39,19.27,30.2,0.64,31.07,67.2,0.04,0.65,0.31,162.0,Moderate
67.26,111.48,61.82,48.93,84.2,21.68,1.04,10.36,12.3,3.54,7.12,1.54,163.0,Moderate
9.75,37.86,7.21,11.87,6.08,3.36,0.13,6.13,31.55,0.03,0.34,0.01,66.0,Satisfactory
21.79,75.21,4.79,15.65,12.3,19.74,0.38,11.1,30.57,0.12,0.08,0.2,71.0,Satisfactory
19.05,45.74,4.55,23.04,15.63,11.45,0.3,4.83,19.91,0.42,4.72,5.29,54.0,Satisfactory
45.97,98.69,6.86,17.38,23.23,10.45,0.85,7.09,28.81,0.91,4.24,0.32,99.0,Satisfactory
95.72,183.08,25.74,57.74,77.86,25.55,1.89,24.29,73.26,4.13,11.41,1.97,262.0,Poor
84.99,137.17,5.14,71.78,42.43,12.16,1.39,15.58,47.94,0.07,0.14,0.1,143.0,Moderate
61.1,139.54,10.99,56.03,38.21,22.32,0.9,17.29,38.71,3.88,33.75,6.24,129.0,Moderate
17.07,40.3,1.54,25.75,15.04,5.54,0.5,16.01,36.19,0.04,1.81,5.99,46.0,Good
30.45,56.0,8.8,44.42,25.36,34.26,1.27,8.4,35.04,0.47,4.37,1.43,105.0,Moderate
68.34,186.2,11.67,38.38,11.62,19.05,0.2,16.14,41.4,0.56,1.45,0.28,128.0,Moderate
32.79,104.04,4.4,17.4,12.91,11.1,0.4,9.21,31.25,0.86,4.9,0.37,97.0,Satisfactory
50.6,114.32,9.27,33.59,30.45,22.29,1.5,4.5,43.43,0.73,4.34,1.18,117.0,Moderate
83.41,176.12,45.12,51.05,93.6,31.03,1.01,14.21,34.6,24.37,30.22,2.84,196.0,Moderate
50.4,131.72,57.49,70.81,141.86,14.1,0.66,2.66,14.0,11.04,7.43,5.76,165.0,Moderate
18.95,36.93,9.39,31.96,22.02,14.41,0.52,6.51,28.05,1.0,5.01,0.2,62.0,Satisfactory
88.76,135.32,6.6,30.85,21.77,12.91,0.11,33.59,111.81,0.29,7.63,0.12,198.0,Moderate
70.86,142.17,3.01,28.42,17.6,14.9,0.74,10.43,41.96,0.06,0.1,0.1,121.0,Moderate
44.85,116.56,17.58,33.4,34.71,23.12,0.85,8.91,38.81,2.29,15.02,1.14,123.0,Moderate
54.59,135.47,10.5,42.79,11.92,19.77,0.17,11.49,64.9,0.11,1.25,0.32,148.0,Moderate
12.87,32.33,3.78,13.35,9.8,46.36,0.47,13.26,20.84,3.33,0.52,1.12,37.0,Good
43.16,149.98,43.76,28.73,50.94,9.94,0.8,9.67,31.72,0.02,0.07,0.11,126.0,Moderate
43.48,115.8,6.47,53.31,33.42,20.36,0.8,9.51,50.3,4.06,32.65,8.68,114.0,Moderate
20.57,44.33,14.74,23.75,38.48,11.8,0.55,5.1,20.25,19.7,18.25,2.64,54.0,Satisfactory
69.27,100.47,9.06,18.17,25.57,10.43,1.14,7.82,47.4,1.35,6.72,1.23,145.0,Moderate
77.06,145.42,49.23,14.74,48.79,24.95,1.24,7.27,6.62,10.96,0.42,0.72,206.0,Poor
16.91,39.49,3.41,27.03,16.84,14.34,0.3,7.1,25.21,0.38,4.16,0.32,60.0,Satisfactory
116.91,316.14,33.79,53.63,64.04,95.13,12.64,7.54,27.17,5.96,5.59,10.72,334.0,Very Poor
30.56,83.58,11.42,41.17,29.82,19.47,0.4,4.98,22.55,0.13,0.8,0.01,80.0,Satisfactory
37.8,80.37,8.25,33.16,23.67,14.39,0.49,5.89,22.58,2.42,20.15,5.23,94.0,Satisfactory
21.86,53.35,6.07,14.69,12.52,46.26,0.4,7.97,13.21,3.38,0.25,0.8,115.0,Moderate
68.97,221.35,11.91,41.41,12.46,28.4,0.23,23.3,41.35,0.18,1.69,0.6,173.0,Moderate
12.8,34.14,3.74,12.2,9.79,8.86,0.35,9.88,17.36,0.15,1.27,0.07,46.0,Good
58.64,111.67,4.39,13.84,11.56,28.22,0.75,7.75,66.09,5.95,3.29,2.68,126.0,Moderate
85.82,164.16,11.81,46.9,32.85,15.81,0.86,8.61,30.81,3.19,23.71,5.16,178.0,Moderate
10.4,37.0,7.39,12.88,6.43,3.23,0.16,13.72,30.35,0.1,0.69,0.23,58.0,Satisfactory
33.39,47.36,10.21,10.43,20.35,11.87,0.6,6.75,38.56,1.74,1.8,2.0,88.0,Satisfactory
154.59,174.78,69.89,25.34,94.37,14.62,4.16,12.28,9.91,3.42,1.25,4.85,343.0,Very Poor
37.57,97.74,3.48,35.15,21.37,11.56,0.54,6.78,39.51,1.52,9.0,1.34,95.0,Satisfactory
97.4,235.14,40.37,48.01,59.34,37.79,1.34,14.42,45.63,4.97,56.91,1.1,206.0,Poor
104.45,149.12,17.85,42.01,37.97,42.76,1.26,11.12,23.29,3.2,18.44,0.09,302.0,Very Poor
25.96,59.8,6.81,32.84,22.01,10.51,0.48,4.13,23.14,1.89,11.06,1.46,58.0,Satisfactory
88.08,254.8,66.49,45.96,103.63,29.98,1.63,11.17,54.87,5.04,15.68,4.04,282.0,Poor
84.81,191.04,31.89,57.75,59.46,43.8,1.52,20.93,41.85,5.07,36.61,0.77,194.0,Moderate
25.06,53.57,13.5,9.19,22.69,10.72,0.53,6.39,24.63,3.15,1.14,2.0,48.0,Good
25.08,69.94,10.63,29.65,22.98,12.91,0.47,3.98,20.94,1.99,11.57,0.91,67.0,Satisfactory
14.43,43.47,6.66,16.04,14.03,17.73,0.95,9.76,24.54,0.09,0.06,0.13,61.0,Satisfactory
33.03,29.64,1.37,12.01,10.82,20.92,0.41,2.37,24.33,0.5,2.39,0.06,112.0,Moderate
17.9,39.22,2.87,29.14,17.92,4.79,0.57,16.39,32.98,0.18,2.02,0.15,42.0,Good
82.37,244.21,30.38,50.69,52.86,32.2,1.34,26.12,47.45,4.54,35.45,1.73,223.0,Poor
69.75,187.62,23.42,51.0,50.16,38.84,1.47,13.47,63.64,2.96,25.47,0.08,184.0,Moderate
70.48,157.0,12.85,59.98,41.95,22.44,1.19,20.89,49.6,4.4,28.97,4.92,150.0,Moderate
49.58,82.95,4.98,19.05,14.27,13.47,0.7,12.47,20.32,0.09,2.18,0.22,61.0,Satisfactory
74.04,163.69,6.29,76.91,83.2,13.92,1.2,3.09,22.55,7.6,8.52,7.13,149.0,Moderate
